English_words,Hebrew_meaning,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,score,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
muddle ,"בִּלְבּוּל, עִרְבּוּבְיָה",,,,,muddle ,0.0,,,,,,,,,,,,,,,,,,,,,,
eminent ,"בּוֹלֵט; מְכֻבָּד, בָּכִיר",,,,,eminent ,0.0,,,,,,,,,,,,,,,,,,,,,,
merit ,"שֹׁוִי, עֵרֶךְ, אֵיכוּת, מְצֻיָּנוּת; יִתְרוֹן, מַעֲלָה; (ברבים) כִּשּוּרִים",,,,,merit ,0.0,,,,,,,,,,,,,,,,,,,,,,
deception ,"הַטְעָיָה, רַמָּאוּת, הוֹלָכַת שׁוֹלָל, תַּעְתּוּעַ",,,,,deception ,0.0,,,,,,,,,,,,,,,,,,,,,,
bane ,"קְלָלָה; אֶרֶס; אוֹיֵב, צוֹרֵר",,,,,bane ,0.0,,,,,,,,,,,,,,,,,,,,,,
venture ,"הִסְתַּכֵּן, הֵעֵז (לצאת או ללכת למקום מסוכן, או להתחיל משהו חדש), יצא להרפתקה",,,,,venture ,0.0,,,,,,,,,,,,,,,,,,,,,,
squirm ,הִתְפַּתְּלוּת,,,,,squirm ,0.0,,,,,,,,,,,,,,,,,,,,,,
attentive ,"קַשּׁוּב; אָדִיב, מְנֻמָּס, מִתְחַשֵּׁב",,,,,attentive ,0.0,,,,,,,,,,,,,,,,,,,,,,
forestall ,"עִכֵּב, מָנַע; צפה מראש",,,,,forestall ,0.0,,,,,,,,,,,,,,,,,,,,,,
adversely,"באופן מזיק, באופן פוגע; באופן מנוגד",,,,,adversely,1.0,,,,,,,,,,,,,,,,,,,,,,
merit ,"שֹׁוִי, עֵרֶךְ, אֵיכוּת, מְצֻיָּנוּת; יִתְרוֹן, מַעֲלָה; (ברבים) כִּשּוּרִים",,,,,merit ,0.0,,,,,,,,,,,,,,,,,,,,,,
harbor ,"נָמֵל; מַחֲסֶה, חוֹף מִבְטַחִים",,,,,harbor ,0.0,,,,,,,,,,,,,,,,,,,,,,
ivory ,שֶׁנְהָב,,,,,ivory ,1.0,,,,,,,,,,,,,,,,,,,,,,
repercussion ,הַשְׁלָכָה; הִדְהוּד,,,,,repercussion ,0.0,,,,,,,,,,,,,,,,,,,,,,
frown ,"הִזְעִיף אֶת פָּנָיו, קִמֵּט אֶת מִצְחוֹ",,,,,frown ,0.0,,,,,,,,,,,,,,,,,,,,,,
corollary ,"מַסְקָנָה, הַסָּקָה",,,,,corollary ,0.0,,,,,,,,,,,,,,,,,,,,,,
vicarious ,"מחליף, שממלא מקום; מֻסְמָךְ; עָקִיף",,,,,vicarious ,0.0,,,,,,,,,,,,,,,,,,,,,,
halt,"עָצַר; הִסֵּס, חָכַךְ בְּדַעְתּוֹ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
inquisitor ,חוֹקֵר; אִינְקְוִיזִיטוֹר,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
cogent ,"מְשַׁכְנֵעַ, מְחַיֵּב (לגבי טיעון); (משפטים) קוֹגֶנְטִי, כופה, שלא ניתן להתנות עליו",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
scorn,"בּוּז, לַעַג; מושא לעג, מושא בוז",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
crass ,"גַּס, טִפֵּשׁ; (נָדִיר) עָבֶה, מְחֻסְפָּס",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
strive ,"שָׁאַף, חָתַר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mob ,"אֲסַפְסוּף, הָמוֹן; מַפְיָה, ארגון פשע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stake ,"יָתֵד, מוֹט; הִמּוּר, סִכּוּי; (מסחר ועסקים) הַחְזָקָה (בחברה); חֵלֶק, אִינְטֶרֶס; מוֹקֵד (שריפה)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reluctant ,"שאינו רוצה, שאינו מתלהב מ_, שאינו מעוניין; מְסֻיָּג",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
awry ,"עָקֹם, מְעֻקָּם, מְשֻׁבָּשׁ; לא מסודר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
embark ,"עָלָה (על אונייה או מטוס); הִתְחִיל, יָצָא (בתוכנית חדשה וכדומה)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stint ,"קִמֵּץ, הִצְטַמְצֵם, חָסַךְ; הִגְבִּיל, צִמְצֵם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sojourn ,"שהה באופן ארעי, התגורר זמנית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
perpetually ,"לָנֶצַח, לְעוֹלָמִים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
compelling ,מְרַתֵּק; מְחַיֵּב; מְשַׁכְנֵעַ; חָזָק,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
propound ,הִצִּיעַ,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
soar ,"הִמְרִיא, הִרְקִיעַ, הֶאֱמִיר, הִתְרוֹמֵם, עָלָה; הִתְנַשֵּׂא, בלט לגובה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
exhort ,"שִׁכְנֵעַ, הִמְלִיץ; הוֹכִיחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
foray ,"פְּשִׁיטָה, הִסְתַּעֲרוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
crutch ,קַב; מִשְׁעֶנֶת; מִפְשָׂעָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
chide ,"גָּעַר, נָזַף, הוֹכִיחַ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
exuberantly ,"בחיוניות, באופן שופע מרץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
extol ,"הִלֵּל, שִׁבֵּחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dispense ,"חִלֵּק, נָתַן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gratification ,"סִפּוּק, שְׂבִיעוּת רָצוֹן, הִתְמוֹגְגוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
elusive ,חֲמַקְמַק; שקשה להגדירו; שנשמט מהזיכרון,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dub,כִּנָּה; דִּבֵּב,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
delineate ,"שִׂרְטֵט, הִתְוָה; תֵּאֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
candid ,"כֵּן, גְּלוּי לֵב, יָשִׁיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
abound ,"שָׁפַע, עָלָה [גָּאָה, עָבַר] עַל גְּדוֹתָיו, מָלֵא",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
succinctly ,באופן תמציתי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
therein ,"בזאת, בזה; שָׁם, במקום ההוא",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
haste ,חִפָּזוֹן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
latent ,"רָדוּם, סָמוּי, חָבוּי, לָטֶנְטִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
alas ,אֲבוֹי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
banter ,"לָצוֹן, הִתּוּל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
scanty ,"מֻגְבָּל, מוּעָט, זָעוּם, מְצֻמְצָם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fare,"הִתְקַדֵּם, הִסְתַּדֵּר, הִצְלִיחַ; הִתְרַחֵשׁ, קָרָה; סָעַד, אָכַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
candor ,"כֵּנוּת, גִּלּוּי לֵב, הֲגִינוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
confide ,סִפֵּר (סוד),,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dearth ,"מַחְסוֹר, חֶסֶר, חֹסֶר, צִמְצוּם; רָעָב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
glean ,"אָסַף, לִקֵּט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
concise ,"תַּמְצִיתִי, תַּכְלִיתִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bona fide,"בְּתֹם לֵב, בּוֹנָה פִידֶה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
syllable ,(בַּלְשָׁנוּת) הֲבָרָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
epitaph ,"כתובת זיכרון על מצבה, אֶפִּיטָף; נאום לזכרו של אדם שנפטר, הֶסְפֵּד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
vestigial ,"שנשאר כשָׂרִיד, שעומד כזֵכֶר; (ביולוגיה) שְׂרידִי, מְנֻוָּן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
remnant ,"שְׁאֵרִית, שָׂרִיד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
grievous ,"מְצַעֵר, מַעֲצִיב, מַכְאִיב; חָמוּר, קָשֶׁה, רְצִינִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
furtively ,"בַּחֲשַׁאי, בִּגְנֵבָה, בַּסֵּתֶר, בערמומיות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
shroud ,"הִסְתִּיר, כִּסָּה, מִסֵּךְ, הִסְוָה, אָפַף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
turmoil ,"מְהוּמָה, מַהְפֵּכָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
blunder ,פְּלִיטַת פֶּה; טָעוּת גַּסָּה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
foray ,"פְּשִׁיטָה, הִסְתַּעֲרוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
utterly ,לַחֲלוּטִין,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
usher ,"לִוָּה, הוֹבִיל; שימש כסדרן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
watershed ,קַו פָּרָשַׁת הַמַּיִם,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
potent,"רַב-עָצְמָה, חָזָק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
chivalry ,"אַבִּירוּת, אֲצִילוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lest ,שֶׁמָּא,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
shaft ,"פִּיר; חֵץ; קֶרֶן אוֹר, אֲלֻמָּה; מוֹט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
cutlery ,"סכו""ם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
peculiarity ,"מוּזָרוּת, מְשֻׁנּוּת",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
blaze ,"הִתְלַקֵּחַ, בָּעַר, לָהַט, לִהֵט, הִבְהִיק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
smolder ,בער באש חנוקה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
conflagration ,"שְׂרֵפָה, דְּלֵקָה, תַּבְעֵרָה (גדולה והרסנית במיוחד)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
exhilarate,"מְעוֹרֵר, ממריץ, מְשַׂמֵּחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
embolden ,"עוֹדֵד, חִזֵּק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gusto ,"הנאה או התלהבות עצומה, בייחוד במהלך ביצוע פעולה כלשהי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
spasm ,"עֲוִית, פִּרְכּוּס, סְפַּזְמָה; הִתְפָּרְצוּת, הֶתְקֵף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
nub ,"בְּלִיטָה, גַּבְשׁוּשִׁית (קטנה); חֲתִיכָה (קטנה)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
nib ,"צִפֹּרֶן (לכתיבה); חֹד, שְׁפִּיץ, מַקּוֹר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
knob ,"יָדִית (עגולה), גֻּלָּה, כַּפְתּוֹר; גַּבְשׁוּשִׁית, תְּלוּלִית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
allusion ,"אָלוּזְיָה, רְמִיזָה, אִזְכּוּר; (ספרות ואומנות) הֶרְמֵז",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
shaft ,"פִּיר; חֵץ; קֶרֶן אוֹר, אֲלֻמָּה; מוֹט",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
encompass ,"הִקִּיף, כִּתֵּר; גָּרַם, יָצַר; כָּלַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
throb ,"פָּעַם, הָלַם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
confer ,"נוֹעַץ, הִתְיַעֵץ; הֶעֱנִיק, נָתַן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
proverbial,פִּתְגָּמִי; ידוע לכול,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
extricate ,"שִׁחְרֵר, הִתִּיר, חִלֵּץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ram ,נִגֵּחַ,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
jostle ,"הִתְנַגֵּשׁ, נִכְנַס, דָּחַף, נִדְחַף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dint ,"(מְיֻשָּׁן) שֶׁקַע, גֻּמָּה, מַכָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
enshrine ,קִדֵּשׁ; סגר או שמר משהו במקדש או במעין מקדש,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bruising ,"חַבָּלָה, פְּצִיעָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
impel ,"הִמְרִיץ, דִּרְבֵּן, דָּחַף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stamina ,"כֹּשֶׁר עֲמִידָה, כושר התמדה, כּוֹחַ סֵבֶל, סְבִילוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fuss,"מְהוּמָה, רַעַשׁ, הֲמֻלָּה; התרגשות יתר; מְרִיבָה, וִכּוּחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
agitation ,"תְּסִיסָה, סַעֲרַת נֶפֶשׁ, הִתְרַגְּשׁוּת; הֲסָתָה; הֲנָעָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
excruciating ,"מייסר, עַז",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
formidable,"מֵטִיל [מַפִּיל] אֵימָה, מַפְחִיד; מעורר יראת כבוד; קָשֶׁה, שקשה להתמודד איתו; נוֹרָא",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
thrust ,"דַּחַף, דְּחִיפָה; עִקָּר, מַהוּת, הנקודה המרכזית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
congenital ,מוּלָד,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mutilation,הטלת מום; הַשְׁחָתָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
disfigured,שפניו הושחתו,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adamantly,"בנוקשות, בקשיחות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adamantly,"בנוקשות, בקשיחות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
beseech,"הִפְצִיר, הִתְחַנֵּן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
quibble ,"הִתְפַּלְפֵּל; הִתְוַכֵּחַ, הִתְפַּלְמֵס",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
cumbersome,"מַכְבִּיד, מֵעִיק; מְסֻרְבָּל, מְגֻשָּׁם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
elusive ,חֲמַקְמַק; שקשה להגדירו; שנשמט מהזיכרון,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
chime,פַּעֲמוֹן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fatigued,"עָיֵף, יָגֵעַ, לֵאֶה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
foremost ,רִאשׁוֹן בְּמַעֲלָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
woefully,באופן עצוב או מעציב; בצורה מעוררת רחמים,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stampede ,מְנוּסַת בֶּהָלָה; נְהִירָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
squeamish ,"רָגִישׁ, עָדִין, פָּגִיעַ, דַּק רֶגֶשׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
encompass ,"הִקִּיף, כִּתֵּר; גָּרַם, יָצַר; כָּלַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
squeamish ,"רָגִישׁ, עָדִין, פָּגִיעַ, דַּק רֶגֶשׁ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
gamut ,"מִכְלוֹל; סולם מוזיקלי; טְוָח, מגוון של דברים הנתונים בגבולות מסוימים של סולם דירוג",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
insemination ,הַזְרָעָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ostracize ,"נִדָּה, הֶחְרִים",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
presage ,אות או תחושה המבשרים רעות,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
denouement ,"התרת הסבך של עלילה ספרותית, קולנועית וכדומה; סוף המעשה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
innate ,מוּלָד,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
chaste ,"צָנוּעַ, טָהוֹר, בָּתוּל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
promulgate,"הִכְרִיז, הוֹדִיעַ (רשמית), בעיקר על חוק; הֵפִיץ (רעיון או אמונה)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
insidious,"חַתְרָנִי, בּוֹגְדָנִי, עַרְמוּמִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pulpit,"דּוּכָן, בִּימָה (של מטיף)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
verboten,"אָסוּר, בעיקר בחוק או בצו",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sprang,"קָפַץ, זִנֵּק; הִשְׁתַּחְרֵר; נָבַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
subsume ,"כָּלַל, הִכְלִיל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
alas,אֲבוֹי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dogged ,עַקְשָׁנִי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
buck ,"דָּחָה, הֵרִים (אֶת) קוֹלוֹ נֶגֶד, מָחָה נִמְרָצוֹת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prominent,בולט,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
disseminate,"הֵפִיץ, פִּזֵּר",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
decree,"צִוָּה, גָּזַר, פָּסַק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dignitary,נִכְבָּד,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ornate,"מְקֻשָּׁט, מְיֻפֶּה, מְצֻעֲצָע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mound ,"תֵּל; עֲרֵמָה; גִּבְעָה, גִּבְעֹנֶת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
encompass,"הִקִּיף, כִּתֵּר; גָּרַם, יָצַר; כָּלַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
expanse,"מֶרְחָב, שֶׁטַח; הִתְרַחֲבוּת, הִתְפַּשְּׁטוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
odor,"רֵיחַ, נִיחוֹחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
labia,"(אָנָטוֹמְיָה) שפתיים, שפיות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
protrude,"דָּחַף (קדימה או החוצה); הִתְבַּלֵּט, הִזְדַּקֵּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
archaic,"אַרְכָאִי, מְיֻשָּׁן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hue ,"גָּוֶן, צֶבַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
swell,"הִתְנַפֵּחַ; תָּפַח; נִפֵּחַ, מִלֵּא, הִגְדִּיל, הִרְחִיב; גָּדַל, הִתְרַבָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prepuce,עָרְלָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
shaft ,"פִּיר; חֵץ; קֶרֶן אוֹר, אֲלֻמָּה; מוֹט",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
confined,מוּגבָּל,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
crisscrossing,משתלבת,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fuss,מהומה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hubbub,הֲמוּלָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
apex,שִׂיא,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
seamlessly,בצורה חלקה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
invigorate,"הִמְרִיץ, רִעְנֵן, הֶחֱיָה, הֵפִיחַ רוּחַ חַיִּים (במישהו/במשהו)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bogus ,"מְזֻיָּף; כּוֹזֵב, בָּדוּי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
promulgate,"הִכְרִיז, הוֹדִיעַ (רשמית), בעיקר על חוק; הֵפִיץ (רעיון או אמונה)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
perpetuate,"קִבֵּעַ, שִׁמֵּר, הִנְצִיחַ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
amid ,"בְּתוֹךְ, בֵּין, בְּקֶרֶב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
parcel ,"חֲבִילָה, צְרוֹר; קְבוּצָה; מִגְרָשׁ, חֶלְקָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
muddle ,"בִּלְבֵּל, עִרְבֵּב, ""בִּלְגֵּן""; עשה בוץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wee,"קְטַנְטַן, זָעִיר, פִּצְפּוֹן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
parse,"(דקדוק) נִתֵּחַ, פירק משפט לרכיביו התחביריים או קבע את המאפיינים הדקדוקיים של מילה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
contraction ,הִתְכַּוְּצוּת; צִיר; קִצּוּר; השמטה או האחדה של הגאים (דוגמת won't),,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mucous ,"רִירִי, מפריש ריר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lining ,בִּטְנָה; רִפּוּד; רְפִידָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
amply,בשפע,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
delineate,"שִׂרְטֵט, הִתְוָה; תֵּאֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
preceding,קוֹדֵם,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
unified,מְאֻחָד,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
confer,"נוֹעַץ, הִתְיַעֵץ; הֶעֱנִיק, נָתַן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ensue,"נָבַע, נִגְרַם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
synopsis,"סִינוֹפְּסִיס, תַּמְצִית, תַּקְצִיר",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
aficionado ,"חסיד קנאי, מעריץ מושבע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
steadfast,"יַצִּיב, קָבוּעַ, אֵיתָן, מוּצָק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ardor ,"הִתְלַהֲבוּת, לַהַט; תְּשׁוּקָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
savor,"טָעַם, הֵרִיחַ; תִּבֵּל; נֶהֱנָה (ממשהו), הִתְעַנֵּג (על משהו)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
effluvium ,ריח לא נעים של פסולת,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
exult,"שָׂמַח, עָלַז, עָלַץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prejudice,פעל מתוך דעה קדומה,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
unacquainted,"חסר ידע (לגבי משהו), חסר ניסיון, לא בָּקִי; (כשנאמר על שני אנשים או יותר) שאינם מכירים זה את זה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
loathing,תִּעוּב,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
vigor,"חֹזֶק, אוֹן, עָצְמָה; חִיּוּת, חִיּוּנִיּוּת, מֶרֶץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pungent,"חָרִיף, צוֹרֵב (כשנאמר על ריח); עוֹקְצָנִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mores ,(סוציולוגיה) המנהגים והמוסכמות המגלמים את הערכים הבסיסיים של קבוצה או חברה כלשהי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
condone,"מָחַל, סָלַח; חָנַן; אישר (משהו) בחוסר רצון",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
garner,"אָסַף, אָגַר (בממגורה, באסם)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
menstruation,"וֶסֶת, מַחְזוֹר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
contract,"הִתְכַּוֵּץ; כִּוֵּץ; קִבֵּל, חָטַף, לָקָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
disseminate ,"הֵפִיץ, פִּזֵּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
embellishment ,"יִפּוּי, עִטּוּר, קִשּׁוּט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prevalent,"נָפוֹץ, רוֹוֵחַ, שָׁכִיחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
endeavor ,"מַאֲמָץ, נִסָּיוֹן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
